X-Data [Hz]	Laser (M - Filtered) [m/s]	Phase [Deg]	
	002: [07-05-24 16:43]	
     43,0535	  0,00954804	-151,8
     43,0557	  0,00944618	-145,7
     43,0579	  0,00938466	-149,8
     43,0601	  0,00934884	-150,7
     43,0623	  0,00932803	-143,6
     43,0645	  0,00929393	-147,3
     43,0667	  0,00931017	-150,6
     43,0689	  0,00928268	-152,6
     43,0711	  0,00918655	-145,0
     43,0733	  0,00913617	-146,2
     43,0755	  0,00911408	-150,4
     43,0777	  0,00898538	-146,6
     43,0799	  0,00892206	-144,0
     43,0821	  0,00885194	-150,4
     43,0843	  0,00884862	-147,4
     43,0865	   0,0089063	-146,0
     43,0887	  0,00883873	-148,4
     43,0909	  0,00882189	-150,6
     43,0931	  0,00883585	-144,3
     43,0953	  0,00891272	-151,4
     43,0975	  0,00878352	-149,9
     43,0997	  0,00883146	-146,1
     43,1019	  0,00881289	-147,5
     43,1041	  0,00878116	-149,2
     43,1063	  0,00867567	-149,5
     43,1085	   0,0086938	-144,6
     43,1107	  0,00862958	-146,6
     43,1129	  0,00852113	-151,9
     43,1151	  0,00847722	-146,1
     43,1173	  0,00845212	-143,1
     43,1195	  0,00832813	-151,8
     43,1217	   0,0083277	-145,1
     43,1239	  0,00827968	-141,8
     43,1261	  0,00834641	-151,4
     43,1283	  0,00834851	-148,3
     43,1305	  0,00834022	-144,9
     43,1327	  0,00824688	-141,9
     43,1349	  0,00824195	-145,7
     43,1371	  0,00814679	-145,0
     43,1393	  0,00810669	-140,9
     43,1415	  0,00808548	-142,4
     43,1437	  0,00808302	-145,7
     43,1459	  0,00806671	-144,3
     43,1481	  0,00810444	-141,8
     43,1503	  0,00803193	-148,6
     43,1525	  0,00809595	-143,8
     43,1547	  0,00801325	-142,3
     43,1569	  0,00788997	-147,5
     43,1591	  0,00782182	-144,7
     43,1613	  0,00789481	-145,1
     43,1635	  0,00793998	-141,8
     43,1657	  0,00791285	-141,5
     43,1679	   0,0078746	-147,4
     43,1701	  0,00780555	-139,4
     43,1723	  0,00777012	-143,6
     43,1745	  0,00781325	-151,4
     43,1767	  0,00784578	-144,7
     43,1789	  0,00772858	-146,4
     43,1811	  0,00773913	-142,2
     43,1833	  0,00769729	-145,7
     43,1855	  0,00769047	-143,9
     43,1877	  0,00767641	-138,8
     43,1899	  0,00764604	-143,0
     43,1921	  0,00750437	-145,7
     43,1943	  0,00743234	-144,6
     43,1965	  0,00750836	-144,4
     43,1987	  0,00742774	-148,1
     43,2009	  0,00741823	-142,7
     43,2031	  0,00737333	-142,3
     43,2053	  0,00727211	-146,1
     43,2075	    0,007256	-145,1
     43,2097	  0,00731246	-146,3
     43,2119	   0,0072836	-140,9
     43,2141	  0,00723301	-148,5
     43,2163	  0,00722271	-146,8
     43,2185	  0,00719114	-140,3
     43,2207	  0,00723196	-144,1
     43,2229	  0,00721634	-145,2
     43,2251	  0,00710524	-138,2
     43,2273	  0,00703532	-143,0
     43,2295	  0,00702993	-146,1
     43,2317	  0,00703269	-145,4
     43,2339	  0,00696085	-141,9
     43,2361	  0,00693465	-139,7
     43,2383	  0,00699346	-145,7
     43,2405	  0,00697946	-145,7
     43,2427	  0,00691737	-138,9
     43,2449	  0,00687286	-138,6
     43,2471	  0,00685067	-144,4
     43,2493	  0,00684262	-141,6
     43,2515	  0,00675755	-139,0
     43,2537	  0,00678997	-144,1
     43,2559	  0,00683262	-142,5
     43,2581	  0,00669557	-141,1
     43,2603	  0,00674197	-138,4
     43,2625	  0,00669984	-140,3
     43,2647	  0,00673469	-144,5
     43,2669	  0,00669814	-140,7
     43,2691	  0,00662474	-136,1
     43,2713	  0,00656119	-144,1
     43,2735	  0,00659197	-144,1
     43,2757	  0,00654836	-137,4
     43,2779	  0,00660824	-141,1
     43,2801	   0,0065479	-143,1
     43,2823	   0,0065159	-139,2
     43,2845	  0,00651228	-142,4
     43,2867	  0,00647939	-137,9
     43,2889	  0,00647088	-141,3
     43,2911	  0,00640964	-145,4
     43,2933	  0,00642249	-138,2
     43,2955	  0,00640844	-137,7
     43,2977	  0,00640439	-143,7
     43,2999	  0,00639935	-142,4
     43,3021	  0,00637828	-134,6
     43,3043	  0,00637704	-138,6
     43,3064	  0,00634736	-141,3
     43,3087	  0,00631211	-134,0
     43,3109	   0,0062949	-139,2
      43,313	  0,00624546	-140,7
     43,3153	   0,0062042	-143,3
     43,3174	   0,0062224	-142,4
     43,3196	  0,00620139	-134,1
     43,3218	  0,00616933	-143,1
      43,324	   0,0061582	-142,3
     43,3262	  0,00612024	-139,5
     43,3284	  0,00610146	-136,8
     43,3306	  0,00608564	-139,4
     43,3328	  0,00610566	-141,5
      43,335	  0,00608926	-140,6
     43,3372	   0,0061669	-136,9
     43,3394	  0,00607744	-135,9
     43,3416	  0,00601271	-142,6
     43,3438	   0,0060281	-141,9
      43,346	  0,00599429	-136,8
     43,3482	  0,00596514	-143,4
     43,3504	  0,00594863	-140,5
     43,3526	  0,00587841	-137,3
     43,3548	  0,00587484	-135,5
      43,357	  0,00580518	-139,7
     43,3592	  0,00580791	-140,8
     43,3614	  0,00580115	-143,9
     43,3636	  0,00588868	-136,5
     43,3658	  0,00590951	-133,2
      43,368	  0,00585425	-141,4
     43,3702	  0,00571842	-141,2
     43,3724	  0,00560348	-135,1
     43,3746	  0,00579979	-136,5
     43,3768	  0,00581815	-139,1
      43,379	   0,0057054	-140,5
     43,3812	   0,0057499	-132,4
     43,3834	  0,00573577	-135,5
     43,3856	  0,00567382	-136,5
     43,3878	  0,00554332	-136,2
       43,39	  0,00555088	-138,8
     43,3922	  0,00567787	-133,2
     43,3944	  0,00564994	-132,7
     43,3966	   0,0055166	-138,5
     43,3988	  0,00552028	-132,2
      43,401	  0,00554522	-132,8
     43,4032	  0,00551695	-133,4
     43,4054	  0,00547798	-136,7
     43,4076	  0,00550957	-133,7
     43,4098	  0,00544441	-132,6
      43,412	   0,0054157	-135,0
     43,4142	  0,00547952	-135,1
     43,4164	  0,00547382	-138,4
     43,4186	  0,00539202	-137,2
     43,4208	  0,00537702	-131,3
      43,423	  0,00542405	-139,1
     43,4252	  0,00533598	-136,7
     43,4274	  0,00522069	-135,3
     43,4296	  0,00531223	-131,5
     43,4318	  0,00533533	-136,5
      43,434	  0,00529139	-141,6
     43,4362	  0,00530299	-133,8
     43,4384	  0,00524263	-134,2
     43,4406	  0,00518338	-131,6
     43,4428	  0,00514159	-134,9
      43,445	  0,00525172	-140,6
     43,4472	  0,00533275	-138,1
     43,4494	  0,00532242	-131,7
     43,4516	  0,00518826	-130,3
     43,4538	  0,00511927	-137,0
      43,456	  0,00517295	-132,5
     43,4582	  0,00514404	-130,7
     43,4604	  0,00510201	-133,5
     43,4626	  0,00513453	-134,8
     43,4648	  0,00513098	-138,0
      43,467	  0,00510641	-136,0
     43,4692	  0,00508713	-129,6
     43,4714	  0,00503607	-128,1
     43,4736	  0,00494781	-136,5
     43,4758	  0,00491348	-142,2
      43,478	  0,00499561	-137,7
     43,4802	   0,0050652	-134,7
     43,4824	  0,00506259	-135,0
     43,4846	  0,00505451	-140,0
     43,4868	   0,0050565	-131,5
      43,489	  0,00487122	-132,1
     43,4912	  0,00490006	-127,7
     43,4934	  0,00484892	-136,0
     43,4956	  0,00485945	-136,4
     43,4978	  0,00497705	-136,6
        43,5	  0,00492373	-135,1

