X-Data [Hz]	Laser (M - Filtered) [m/s]	Phase [Deg]	
	002: [07-02-24 17:31]	
     33,8734	   0,0283769	111,9
     33,8754	   0,0282078	112,2
     33,8773	   0,0282785	112,0
     33,8793	   0,0281168	112,3
     33,8812	   0,0282876	113,0
     33,8832	   0,0284305	113,6
     33,8851	   0,0284185	112,7
     33,8871	   0,0284339	113,3
     33,8891	   0,0282917	113,4
      33,891	   0,0284651	113,7
      33,893	   0,0284564	113,5
     33,8949	   0,0287119	113,2
     33,8969	   0,0283048	113,3
     33,8988	   0,0285514	113,5
     33,9008	     0,02864	113,5
     33,9027	   0,0288687	114,0
     33,9047	   0,0286108	114,3
     33,9066	   0,0290468	115,0
     33,9086	   0,0292125	115,6
     33,9106	   0,0287708	115,2
     33,9125	   0,0286787	115,6
     33,9145	   0,0293733	115,8
     33,9164	    0,029039	115,3
     33,9184	   0,0290151	115,2
     33,9203	   0,0290316	115,0
     33,9223	   0,0292773	115,0
     33,9242	   0,0293672	115,9
     33,9262	   0,0291406	115,4
     33,9282	   0,0292398	116,4
     33,9301	   0,0291438	117,0
     33,9321	   0,0293103	116,9
      33,934	   0,0293067	116,9
      33,936	   0,0296995	116,5
     33,9379	   0,0295273	116,5
     33,9399	   0,0293138	117,2
     33,9418	   0,0293662	117,1
     33,9438	   0,0290772	116,7
     33,9457	     0,02954	118,1
     33,9477	   0,0293294	118,4
     33,9497	   0,0297534	118,6
     33,9516	   0,0299131	118,1
     33,9536	   0,0295207	119,0
     33,9555	   0,0297229	118,4
     33,9575	   0,0298421	118,2
     33,9594	   0,0297393	118,5
     33,9614	   0,0297557	119,2
     33,9633	   0,0296565	119,7
     33,9653	   0,0295139	119,3
     33,9673	   0,0300645	119,2
     33,9692	   0,0300604	120,0
     33,9712	   0,0299962	119,9
     33,9731	    0,030084	119,4
     33,9751	   0,0299508	119,7
      33,977	   0,0299656	119,8
      33,979	   0,0299214	120,9
     33,9809	   0,0301776	120,8
     33,9829	   0,0299448	120,9
     33,9848	   0,0298873	121,2
     33,9868	   0,0301312	120,8
     33,9888	   0,0304459	121,0
     33,9907	   0,0301014	120,6
     33,9927	   0,0302624	121,9
     33,9946	   0,0303587	121,7
     33,9966	   0,0305513	122,3
     33,9985	    0,030313	121,3
     34,0005	    0,030435	122,6
     34,0024	   0,0305345	122,0
     34,0044	   0,0305968	122,2
     34,0064	   0,0305783	122,5
     34,0083	    0,030246	123,1
     34,0103	   0,0309161	123,3
     34,0122	   0,0306089	123,1
     34,0142	   0,0307863	122,9
     34,0161	   0,0310854	123,9
     34,0181	   0,0310003	123,5
       34,02	   0,0307773	123,1
      34,022	   0,0304726	123,9
     34,0239	   0,0309275	124,4
     34,0259	   0,0306693	124,7
     34,0279	   0,0309929	123,4
     34,0298	   0,0310103	124,5
     34,0318	   0,0310231	124,5
     34,0337	   0,0310356	123,9
     34,0357	   0,0308611	124,9
     34,0376	   0,0308154	125,0
     34,0396	   0,0309847	125,7
     34,0415	   0,0309873	125,5
     34,0435	   0,0309803	125,4
     34,0455	   0,0310809	126,4
     34,0474	   0,0313248	126,1
     34,0494	   0,0312553	126,4
     34,0513	   0,0311187	125,3
     34,0533	   0,0311864	126,2
     34,0552	   0,0315227	126,5
     34,0572	   0,0311099	126,7
     34,0591	   0,0314594	127,4
     34,0611	   0,0311009	126,9
      34,063	   0,0313686	126,9
      34,065	   0,0314111	126,9
      34,067	   0,0317007	127,5
     34,0689	   0,0315253	127,7
     34,0709	   0,0312251	127,3
     34,0728	   0,0313714	128,3
     34,0748	   0,0315241	129,0
     34,0767	   0,0316377	128,9
     34,0787	   0,0313882	129,3
     34,0806	   0,0312368	128,9
     34,0826	   0,0318876	128,8
     34,0846	   0,0319112	128,7
     34,0865	   0,0317551	129,6
     34,0885	   0,0319182	130,4
     34,0904	   0,0319391	129,8
     34,0924	   0,0320183	129,8
     34,0943	    0,031951	129,9
     34,0963	   0,0319362	130,0
     34,0982	   0,0320151	130,5
     34,1002	   0,0318777	131,1
     34,1021	   0,0321192	131,0
     34,1041	   0,0321351	131,6
     34,1061	   0,0320489	131,5
      34,108	   0,0321878	131,2
       34,11	   0,0323038	131,1
     34,1119	   0,0323442	130,8
     34,1139	   0,0323787	131,3
     34,1158	   0,0322823	132,7
     34,1178	   0,0322633	133,1
     34,1197	   0,0323351	132,5
     34,1217	   0,0323385	132,0
     34,1237	    0,032297	132,4
     34,1256	   0,0324236	133,2
     34,1276	   0,0324784	133,5
     34,1295	   0,0322449	134,4
     34,1315	   0,0321996	133,1
     34,1334	   0,0322791	133,1
     34,1354	   0,0325959	133,6
     34,1373	   0,0325697	134,0
     34,1393	   0,0322629	133,9
     34,1413	    0,032216	133,8
     34,1432	    0,032697	135,1
     34,1452	   0,0326016	134,5
     34,1471	   0,0327338	134,3
     34,1491	   0,0324572	134,7
      34,151	   0,0327366	135,5
      34,153	   0,0327011	135,8
     34,1549	   0,0326495	135,0
     34,1569	   0,0324668	135,6
     34,1588	   0,0329147	135,3
     34,1608	   0,0326855	135,7
     34,1628	   0,0328901	136,9
     34,1647	   0,0326663	136,7
     34,1667	   0,0329437	137,0
     34,1686	   0,0329711	136,2
     34,1706	   0,0329619	136,4
     34,1725	   0,0330036	136,4
     34,1745	   0,0330451	138,1
     34,1764	   0,0331118	138,4
     34,1784	   0,0329871	137,5
     34,1804	   0,0329473	137,7
     34,1823	    0,033124	137,2
     34,1843	   0,0331241	138,6
     34,1862	   0,0331799	139,0
     34,1882	   0,0330413	138,0
     34,1901	   0,0332923	139,1
     34,1921	   0,0331222	138,6
      34,194	   0,0330678	138,7
      34,196	   0,0327984	139,4
     34,1979	   0,0332481	140,0
     34,1999	   0,0327249	139,6
     34,2019	   0,0331703	140,6
     34,2038	   0,0333304	140,9
     34,2058	   0,0334325	140,2
     34,2077	   0,0334431	140,1
     34,2097	   0,0334471	141,4
     34,2116	   0,0335392	141,5
     34,2136	   0,0335651	141,0
     34,2155	    0,033132	141,0
     34,2175	   0,0335699	140,9
     34,2195	   0,0336255	141,8
     34,2214	   0,0335984	142,3
     34,2234	   0,0334885	142,2
     34,2253	   0,0335227	142,4
     34,2273	   0,0336421	142,1
     34,2292	   0,0335994	142,7
     34,2312	   0,0337115	142,4
     34,2331	   0,0336147	143,1
     34,2351	   0,0336069	144,1
      34,237	   0,0335792	144,1
      34,239	   0,0335024	143,4
      34,241	   0,0333185	143,7
     34,2429	   0,0334307	144,4
     34,2449	   0,0337894	145,2
     34,2468	    0,033804	145,1
     34,2488	   0,0337686	144,5
     34,2507	   0,0338532	144,8
     34,2527	    0,033876	144,6
     34,2546	   0,0338825	146,2
     34,2566	   0,0338802	146,0
     34,2586	   0,0338869	145,8
     34,2605	   0,0338452	146,2
     34,2625	   0,0337987	146,8
     34,2644	     0,03377	146,5
     34,2664	   0,0337383	147,3
     34,2683	   0,0338746	146,6
     34,2703	   0,0338914	147,1
     34,2722	   0,0335957	146,7
     34,2742	   0,0339832	148,1
     34,2761	   0,0339199	147,5
     34,2781	   0,0339867	147,4
     34,2801	   0,0338332	148,0
      34,282	   0,0334587	148,2
      34,284	    0,033765	148,9
     34,2859	   0,0339133	148,9
     34,2879	   0,0338492	148,4
     34,2898	   0,0340967	148,5
     34,2918	   0,0337504	149,4
     34,2937	   0,0336589	149,8
     34,2957	    0,034145	149,5
     34,2977	   0,0341189	149,5
     34,2996	   0,0341944	151,1
     34,3016	    0,034176	151,0
     34,3035	   0,0332688	151,7
     34,3055	   0,0338187	151,1
     34,3074	   0,0338024	150,8
     34,3094	   0,0336292	150,8
     34,3113	   0,0340651	151,0
     34,3133	   0,0341874	152,7
     34,3153	    0,033823	152,7
     34,3172	   0,0340457	152,5
     34,3192	   0,0340648	152,0
     34,3211	   0,0341073	153,3
     34,3231	   0,0341203	153,6
      34,325	   0,0340156	154,2
      34,327	   0,0340192	154,3
     34,3289	   0,0337084	153,5
     34,3309	   0,0341558	153,1
     34,3328	   0,0338834	154,3
     34,3348	   0,0340276	154,8
     34,3368	   0,0339942	154,8
     34,3387	   0,0340156	154,6
     34,3407	   0,0338377	154,5
     34,3426	   0,0340062	155,5
     34,3446	   0,0338849	155,4
     34,3465	   0,0339151	156,0
     34,3485	   0,0338065	156,0
     34,3504	   0,0337691	155,7
     34,3524	    0,034075	156,1
     34,3544	   0,0338403	156,4
     34,3563	   0,0334768	158,0
     34,3583	   0,0339833	156,8
     34,3602	   0,0336878	157,5
     34,3622	    0,034017	158,2
     34,3641	   0,0336727	159,1
     34,3661	   0,0339353	158,9
      34,368	   0,0336005	158,3
       34,37	   0,0334763	156,0
     34,3719	   0,0335352	157,7
     34,3739	   0,0335214	159,4
     34,3759	   0,0336417	159,4
     34,3778	   0,0334464	159,8
     34,3798	   0,0336546	159,2
     34,3817	   0,0338403	160,2
     34,3837	   0,0336345	159,6
     34,3856	   0,0333401	162,2
     34,3876	     0,03347	161,1
     34,3895	   0,0333972	161,1
     34,3915	   0,0332486	160,1
     34,3935	   0,0331183	160,4
     34,3954	   0,0329866	161,8
     34,3974	   0,0328324	160,9
     34,3993	   0,0334185	161,1
     34,4013	   0,0332844	162,1
     34,4032	   0,0336403	162,7
     34,4052	   0,0335498	162,5
     34,4071	   0,0335887	163,3
     34,4091	   0,0331526	162,8
      34,411	   0,0333267	163,1
      34,413	   0,0333076	164,0
      34,415	   0,0331984	163,9
     34,4169	    0,033242	163,7
     34,4189	   0,0330903	164,7
     34,4208	   0,0333283	164,8
     34,4228	   0,0324333	164,3
     34,4247	   0,0327628	164,5
     34,4267	   0,0330867	165,0
     34,4286	   0,0330262	166,4
     34,4306	    0,033051	165,8
     34,4326	   0,0327789	165,7
     34,4345	   0,0330061	165,9
     34,4365	   0,0327245	166,8
     34,4384	    0,032829	166,0
     34,4404	   0,0329124	166,5
     34,4423	   0,0330092	166,5
     34,4443	   0,0328578	167,7
     34,4462	   0,0327238	168,4
     34,4482	    0,032671	167,3
     34,4501	   0,0325299	168,0
     34,4521	   0,0322061	168,4
     34,4541	   0,0324327	167,7
      34,456	   0,0322323	167,5
      34,458	   0,0325985	167,4
     34,4599	   0,0323438	168,7
     34,4619	    0,032552	168,4
     34,4638	   0,0318151	169,2
     34,4658	   0,0320768	169,3
     34,4677	   0,0326741	169,9
     34,4697	   0,0325365	169,5
     34,4717	   0,0324141	170,5
     34,4736	   0,0321285	170,1
     34,4756	   0,0320862	170,6
     34,4775	   0,0320355	171,5
     34,4795	   0,0318748	171,1
     34,4814	   0,0317582	170,6
     34,4834	   0,0320791	171,2
     34,4853	   0,0318314	172,2
     34,4873	   0,0318062	172,6
     34,4892	    0,031429	171,8
     34,4912	   0,0314948	171,7
     34,4932	   0,0315832	172,4
     34,4951	   0,0312556	173,1
     34,4971	    0,031633	172,3
      34,499	   0,0312071	172,6
      34,501	   0,0312168	172,4
     34,5029	   0,0309461	172,7
     34,5049	   0,0311499	173,6
     34,5068	   0,0312833	173,4
     34,5088	   0,0310526	173,5
     34,5108	   0,0315281	174,4
     34,5127	    0,031395	175,1
     34,5147	   0,0312205	175,3
     34,5166	   0,0311658	174,2
     34,5186	   0,0313668	175,3
     34,5205	   0,0309102	175,7
     34,5225	   0,0309536	174,9
     34,5244	   0,0308531	175,4
     34,5264	   0,0307753	175,2
     34,5283	   0,0305415	176,1
     34,5303	   0,0305802	176,5
     34,5323	   0,0305225	176,3
     34,5342	   0,0302453	177,0
     34,5362	   0,0306697	177,3
     34,5381	   0,0305133	177,4
     34,5401	   0,0302249	177,3
      34,542	   0,0304088	177,4
      34,544	   0,0302009	176,0
     34,5459	   0,0301016	177,5
     34,5479	   0,0305251	178,4
     34,5499	    0,029734	178,4
     34,5518	   0,0302701	178,2
     34,5538	   0,0299202	177,9
     34,5557	   0,0300475	178,9
     34,5577	   0,0302121	179,4
     34,5596	   0,0295547	178,6
     34,5616	   0,0298248	178,8
     34,5635	   0,0297131	179,2
     34,5655	   0,0298554	180,2
     34,5674	   0,0299133	179,9
     34,5694	   0,0297492	179,8
     34,5714	   0,0297264	180,2
     34,5733	   0,0294637	181,0
     34,5753	   0,0295141	181,1
     34,5772	   0,0294117	180,5
     34,5792	   0,0294932	180,3
     34,5811	   0,0291179	181,4
     34,5831	   0,0290069	180,4
      34,585	   0,0288952	181,2
      34,587	   0,0288064	181,7
      34,589	   0,0288355	182,0
     34,5909	   0,0286326	182,5
     34,5929	   0,0290129	181,5
     34,5948	   0,0285154	181,0
     34,5968	    0,028716	183,0
     34,5987	   0,0291635	183,1
     34,6007	   0,0289752	182,7
     34,6026	   0,0287451	184,2
     34,6046	   0,0284036	184,0
     34,6065	   0,0284164	184,2
     34,6085	   0,0280605	182,9
     34,6105	   0,0279613	183,6
     34,6124	   0,0280234	183,7
     34,6144	   0,0280754	183,5
     34,6163	   0,0280661	183,7
     34,6183	   0,0280908	184,2
     34,6202	   0,0279422	184,7
     34,6222	   0,0280069	184,1
     34,6241	   0,0278378	184,8
     34,6261	   0,0278284	185,4
     34,6281	    0,027785	185,7
       34,63	   0,0277795	185,1
      34,632	   0,0275183	185,2
     34,6339	   0,0279151	186,6
     34,6359	   0,0275631	186,1
     34,6378	   0,0270987	185,8
     34,6398	   0,0273628	185,9
     34,6417	   0,0276516	186,8
     34,6437	   0,0273903	186,7
     34,6456	   0,0272345	186,9
     34,6476	   0,0272289	186,2
     34,6496	   0,0272346	187,0
     34,6515	   0,0270013	187,4
     34,6535	    0,026862	186,9
     34,6554	   0,0267266	187,6
     34,6574	   0,0266447	187,2
     34,6593	   0,0269661	188,6
     34,6613	    0,026712	187,1
     34,6632	   0,0267307	187,6
     34,6652	   0,0265585	188,6
     34,6672	   0,0265279	188,5
     34,6691	   0,0264251	187,5
     34,6711	   0,0263459	189,6
      34,673	   0,0262212	188,4
      34,675	   0,0263776	188,9
     34,6769	   0,0263933	189,7
     34,6789	   0,0260971	187,9
     34,6808	   0,0262582	189,0
     34,6828	   0,0261696	189,3
     34,6847	   0,0260361	190,2
     34,6867	    0,025743	189,5
     34,6887	   0,0259224	189,7
     34,6906	   0,0260731	190,4
     34,6926	   0,0258671	190,6
     34,6945	   0,0257016	189,8
     34,6965	    0,025749	190,8
     34,6984	   0,0254261	191,5
     34,7004	   0,0254369	190,3
     34,7023	   0,0256553	191,2
     34,7043	   0,0253727	191,9
     34,7063	   0,0254259	190,4
     34,7082	    0,025327	191,6
     34,7102	    0,025269	192,0
     34,7121	   0,0251776	191,8
     34,7141	   0,0252636	191,4
      34,716	   0,0250418	192,1
      34,718	   0,0250533	192,6
     34,7199	   0,0250175	192,1
     34,7219	   0,0251326	192,6
     34,7239	    0,025064	193,1
     34,7258	   0,0248755	192,8
     34,7278	   0,0248622	192,9
     34,7297	   0,0245779	193,0
     34,7317	   0,0245013	193,1
     34,7336	   0,0245415	193,8
     34,7356	   0,0243961	193,3
     34,7375	   0,0244455	194,1
     34,7395	   0,0242794	193,5
     34,7414	   0,0242278	192,6
     34,7434	   0,0242372	194,6
     34,7454	   0,0240782	193,9
     34,7473	   0,0240749	194,3
     34,7493	   0,0239781	194,0
     34,7512	   0,0242042	195,2
     34,7532	   0,0240577	194,0
     34,7551	   0,0239189	194,5
     34,7571	   0,0236933	194,5
      34,759	   0,0239082	195,7
      34,761	    0,023814	194,8
      34,763	    0,023804	194,8
     34,7649	   0,0235049	195,8
     34,7669	   0,0236151	195,3
     34,7688	   0,0236148	195,2
     34,7708	   0,0233846	195,7
     34,7727	   0,0233792	196,0
     34,7747	    0,023617	195,6
     34,7766	   0,0233677	196,6
     34,7786	   0,0230919	196,6
     34,7805	   0,0231047	195,8
     34,7825	   0,0230208	196,0
     34,7845	    0,023312	196,4
     34,7864	    0,023137	197,3
     34,7884	   0,0227153	196,1
     34,7903	   0,0228605	196,0
     34,7923	   0,0230116	197,3
     34,7942	   0,0229545	197,4
     34,7962	   0,0228252	196,6
     34,7981	    0,022669	197,1
     34,8001	   0,0227967	198,0
     34,8021	   0,0225796	198,1
      34,804	   0,0224716	197,4
      34,806	   0,0225165	197,2
     34,8079	   0,0222637	198,4
     34,8099	   0,0222348	197,8
     34,8118	   0,0221379	197,6
     34,8138	   0,0222686	197,7
     34,8157	   0,0223323	198,7
     34,8177	   0,0221826	198,4
     34,8196	    0,022289	197,3
     34,8216	   0,0223344	-160,0
     34,8236	   0,0220351	-160,0
     34,8255	   0,0216129	-161,0
     34,8275	   0,0216819	-160,5
     34,8294	   0,0217246	-160,8
     34,8314	   0,0215314	-161,6
     34,8333	   0,0216118	-161,2
     34,8353	   0,0216609	-160,9
     34,8372	   0,0216633	-161,1
     34,8392	   0,0217031	-160,9
     34,8412	   0,0215703	-159,7
     34,8431	   0,0211267	-160,3
     34,8451	   0,0213938	-160,0
      34,847	    0,021326	-160,2
      34,849	    0,021359	-159,5
     34,8509	   0,0214405	-160,0
     34,8529	   0,0213255	-160,0
     34,8548	   0,0211888	-159,1
     34,8568	   0,0211037	-159,3
     34,8587	   0,0209671	-159,6
     34,8607	   0,0210473	-158,6
     34,8627	   0,0210216	-159,6
     34,8646	   0,0208698	-159,2
     34,8666	   0,0209353	-159,2
     34,8685	   0,0206019	-159,6
     34,8705	   0,0206587	-159,1
     34,8724	    0,020764	-158,6
     34,8744	   0,0206875	-159,3
     34,8763	   0,0204022	-158,7
     34,8783	   0,0202174	-158,7
     34,8803	   0,0204869	-159,0
     34,8822	   0,0205904	-158,1
     34,8842	   0,0202772	-158,4
     34,8861	   0,0203689	-158,6
     34,8881	   0,0202045	-157,2
       34,89	    0,020182	-157,2
      34,892	   0,0200452	-158,6
     34,8939	   0,0200908	-157,3
     34,8959	   0,0198909	-157,7
     34,8979	   0,0200188	-157,3
     34,8998	   0,0197355	-157,5
     34,9018	   0,0198528	-156,4
     34,9037	   0,0198942	-158,3
     34,9057	   0,0199188	-157,0
     34,9076	   0,0196947	-156,5
     34,9096	   0,0197166	-157,8
     34,9115	   0,0197689	-157,1
     34,9135	   0,0197713	-156,7
     34,9154	   0,0196431	-157,1
     34,9174	   0,0196196	-156,8
     34,9194	   0,0195622	-156,3
     34,9213	   0,0194109	-156,8
     34,9233	    0,019289	-156,6
     34,9252	   0,0193727	-156,5
     34,9272	   0,0192451	-156,0
     34,9291	   0,0192915	-156,2
     34,9311	   0,0190393	-155,8
      34,933	   0,0191572	-155,8
      34,935	   0,0191263	-155,6
      34,937	   0,0191496	-154,8
     34,9389	   0,0188671	-155,2
     34,9409	   0,0187537	-156,6
     34,9428	   0,0189035	-156,1
     34,9448	   0,0189121	-155,3
     34,9467	   0,0188275	-155,6
     34,9487	   0,0188026	-154,8
     34,9506	   0,0185963	-155,1
     34,9526	   0,0186304	-155,8
     34,9545	   0,0186822	-155,3
     34,9565	   0,0185496	-154,0
     34,9585	   0,0183989	-156,0
     34,9604	   0,0184978	-154,9
     34,9624	   0,0185168	-155,8
     34,9643	   0,0184904	-153,8
     34,9663	   0,0181013	-154,3
     34,9682	    0,018239	-154,7
     34,9702	   0,0182426	-154,8
     34,9721	   0,0181994	-154,3
     34,9741	   0,0181407	-154,8
     34,9761	   0,0181086	-154,8
      34,978	   0,0180406	-154,5
       34,98	   0,0180682	-153,7
     34,9819	   0,0178879	-155,0
     34,9839	   0,0177444	-154,1
     34,9858	   0,0178607	-154,5
     34,9878	   0,0177766	-154,2
     34,9897	   0,0178252	-153,4
     34,9917	   0,0177497	-154,4
     34,9936	   0,0176739	-154,0
     34,9956	   0,0176833	-153,0
     34,9976	   0,0176934	-154,0
     34,9995	   0,0176435	-153,0
     35,0015	     0,01739	-154,2
     35,0034	   0,0174347	-153,8
     35,0054	   0,0173057	-153,4
     35,0073	   0,0170969	-154,3
     35,0093	   0,0172925	-152,7
     35,0112	    0,017324	-153,8
     35,0132	    0,017283	-153,1
     35,0152	    0,017256	-151,8
     35,0171	   0,0170642	-153,5
     35,0191	   0,0169982	-152,0
      35,021	   0,0171156	-152,9
      35,023	   0,0170435	-153,3
     35,0249	    0,016927	-151,9
     35,0269	   0,0165368	-153,5
     35,0288	   0,0169673	-152,8
     35,0308	   0,0169262	-151,3
     35,0327	   0,0168257	-152,8
     35,0347	   0,0167906	-152,3
     35,0367	   0,0167155	-152,2
     35,0386	   0,0168326	-152,7
     35,0406	   0,0167345	-150,8
     35,0425	   0,0164953	-152,4
     35,0445	   0,0165443	-151,7
     35,0464	   0,0165754	-151,0
     35,0484	   0,0163921	-153,1
     35,0503	   0,0165287	-151,3
     35,0523	   0,0163425	-152,2
     35,0543	   0,0161786	-152,1
     35,0562	   0,0164571	-151,5
     35,0582	   0,0163189	-151,9
     35,0601	   0,0162331	-152,4
     35,0621	   0,0161655	-151,4
      35,064	    0,016169	-151,5
      35,066	   0,0161492	-151,6
     35,0679	   0,0161108	-150,4
     35,0699	   0,0159397	-150,8
     35,0718	   0,0159988	-151,6
     35,0738	   0,0159833	-151,2
     35,0758	    0,015879	-151,8
     35,0777	   0,0159063	-150,3
     35,0797	   0,0157466	-150,9
     35,0816	   0,0158056	-151,9
     35,0836	    0,015801	-151,0
     35,0855	     0,01577	-150,7
     35,0875	   0,0156951	-151,2
     35,0894	   0,0156393	-150,5
     35,0914	   0,0155698	-150,9
     35,0934	   0,0155099	-150,9
     35,0953	   0,0155416	-151,2
     35,0973	   0,0154347	-151,3
